89,616.59,,,
96,768.68,,,
90,1013.08,,,
95,1125.72,,,
94,1266.77,,,
93,1280.45,,,
1259,3627,,,
7009,3868.8,,,
7309,5819.32,,,
7409,6580.99,,,
8535,7314.45,,,
471,7969.37,,,
8979,8221.2,,,
5661,8260.85,,,
5502,8636.81,,,
3669,8910.33,,,
5942,9058.8,,,
9784,9147.63,,,
7859,9551.1,,,
5641,9833.21,,,
9610,10388.98,,,
5760,10408.42,,,
6871,10472,,,
7880,10604.53,,,
7884,10666.6,,,
8602,10837.19,,,
5753,10978,,,
7122,10982.3,,,
6911,11032.4,,,
6930,11045.6,,,
8644,11159.92,,,
7980,11173.77,,,
7191,11300.23,,,
9222,11324.74,,,
3820,11439.72,,,
8342,11769.53,,,
9745,11772.51,,,
8230,11853.01,,,
7170,11872.82,,,
1731,11882.72,,,
7669,11908.65,,,
9670,11970.4,,,
9232,11997.12,,,
8080,12020.64,,,
6830,12027.59,,,
9961,12137.3,,,
8900,12145.14,,,
9351,12194.56,,,
3290,12230.25,,,
7140,12283.07,,,
2797,12285.04,,,
5701,12327.6,,,
5700,12393.2,,,
6882,12428.8,,,
7231,12430.76,,,
8450,12450.92,,,
3351,12456.6,,,
5733,12524.4,,,
1230,12573.6,,,
7171,12608.45,,,
3355,12671.2,,,
5931,12706.99,,,
7631,12736.63,,,
8331,12768.14,,,
9592,12770.17,,,
6879,12775.1,,,
7882,12820.99,,,
6381,12863.66,,,
8640,12883.77,,,
9744,13002.01,,,
6680,13062.48,,,
7811,13144.64,,,
6931,13144.8,,,
9913,13186.68,,,
9683,13226.72,,,
8701,13256.23,,,
4105,13284.5,,,
9780,13362.77,,,
8321,13400.82,,,
7805,13411.91,,,
8362,13463.04,,,
5930,13463.07,,,
8101,13470.43,,,
3529,13488.41,,,
5830,13502.8,,,
7492,13526.45,,,
9832,13543.21,,,
3352,13561.15,,,
8451,13701.89,,,
2751,13714.68,,,
8113,13715.54,,,
6400,13817.71,,,
1251,13848.15,,,
9891,13859.92,,,
7241,13863.71,,,
5750,13999.61,,,
5941,14004.22,,,
7470,14014.62,,,
1250,14023.12,,,
5119,14024.4,,,
9711,14027.08,,,
8293,14072.51,,,
8121,14079.1,,,
8162,14121.31,,,
1401,14132.37,,,
6842,14139.99,,,
8400,14172.96,,,
8351,14188.48,,,
5991,14189.38,,,
8346,14318.11,,,
8360,14324.08,,,
5771,14342.39,,,
8280,14389.41,,,
6330,14420.46,,,
8930,14461.1,,,
7200,14476.73,,,
8820,14482.02,,,
8105,14496.21,,,
8550,14525.52,,,
6265,14755.8,,,
8822,14792.76,,,
9546,14824.76,,,
7976,14854.5,,,
1255,14882.79,,,
1302,14893.19,,,
9781,14992.34,,,
350,15091.52,,,
7263,15138.81,,,
8770,15186.42,,,
5920,15248.17,,,
9353,15252.01,,,
9684,15255.1,,,
8641,15261.88,,,
5880,15362,,,
8120,15381.66,,,
8940,15415.59,,,
2862,15504.67,,,
8601,15537.09,,,
8801,15585.66,,,
6900,15613.21,,,
5950,15649.87,,,
1709,15717,,,
3854,15770.99,,,
6090,15795.52,,,
8729,15958.8,,,
5414,16031.2,,,
4754,16043.69,,,
4793,16090.28,,,
6340,16105.37,,,
8110,16169.96,,,
2970,16205.38,,,
9545,16259.47,,,
6245,16263.02,,,
7351,16271.38,,,
1630,16359.38,,,
9569,16361.8,,,
4922,16395.41,,,
7601,16433.28,,,
2189,16502.15,,,
5622,16554.61,,,
7390,16595.31,,,
1439,16651.96,,,
9882,16702.81,,,
1410,16733.95,,,
8109,16740.25,,,
1239,16926,,,
8802,16998.48,,,
1319,17006.6,,,
4737,17029.84,,,
4977,17130.08,,,
8470,17169.9,,,
8240,17195.68,,,
5486,17210.64,,,
5001,17214.26,,,
8201,17315.11,,,
8332,17359.39,,,
7123,17379.78,,,
3160,17405.08,,,
7860,17420.12,,,
8551,17501.09,,,
