Table with column headers in rows 2 through 4.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State Code of Geography A,FIPS County Code of Geography A,State/U.S. Island Area/Foreign Region Code of Geography B,FIPS County Code of Geography B,State Name of Geography A,County Name of Geography A,State/U.S. Island Area/Foreign Region of Geography B,County Name of Geography B,Flow from Geography B to Geography A,,Counterflow from Geography A to Geography B1,,Net Migration from Geography B to Geography A1,,Gross Migration between Geography A and Geography B1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,,,,,,,,,,,,,,,,,,,,,,,
028,001,032,003,Mississippi,Adams County,Nevada,Clark County,5,12,0,31,5,12,5,12,,,,,,,,,,,,,,,,,,,,,,,,
028,001,034,027,Mississippi,Adams County,New Jersey,Morris County,1,2,0,28,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,
028,001,035,001,Mississippi,Adams County,New Mexico,Bernalillo County,0,26,5,9,-5,9,5,9,,,,,,,,,,,,,,,,,,,,,,,,
028,001,036,047,Mississippi,Adams County,New York,Kings County,6,14,0,28,6,14,6,14,,,,,,,,,,,,,,,,,,,,,,,,
028,001,037,163,Mississippi,Adams County,North Carolina,Sampson County,5,10,0,29,5,10,5,10,,,,,,,,,,,,,,,,,,,,,,,,
028,001,040,109,Mississippi,Adams County,Oklahoma,Oklahoma County,0,26,10,14,-10,14,10,14,,,,,,,,,,,,,,,,,,,,,,,,
028,001,047,037,Mississippi,Adams County,Tennessee,Davidson County,43,46,0,29,43,46,43,46,,,,,,,,,,,,,,,,,,,,,,,,
028,001,047,157,Mississippi,Adams County,Tennessee,Shelby County,38,46,5,8,33,46,43,47,,,,,,,,,,,,,,,,,,,,,,,,
028,001,048,121,Mississippi,Adams County,Texas,Denton County,12,25,4,6,8,26,16,26,,,,,,,,,,,,,,,,,,,,,,,,
028,001,048,143,Mississippi,Adams County,Texas,Erath County,0,26,13,26,-13,26,13,26,,,,,,,,,,,,,,,,,,,,,,,,
028,001,048,215,Mississippi,Adams County,Texas,Hidalgo County,20,32,0,30,20,32,20,32,,,,,,,,,,,,,,,,,,,,,,,,
028,001,048,223,Mississippi,Adams County,Texas,Hopkins County,0,26,1,2,-1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,
028,001,048,303,Mississippi,Adams County,Texas,Lubbock County,0,26,9,16,-9,16,9,16,,,,,,,,,,,,,,,,,,,,,,,,
028,001,048,381,Mississippi,Adams County,Texas,Randall County,0,26,3,6,-3,6,3,6,,,,,,,,,,,,,,,,,,,,,,,,
028,001,048,469,Mississippi,Adams County,Texas,Victoria County,0,26,2,4,-2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,
028,001,051,650,Mississippi,Adams County,Virginia,Hampton city,4,8,0,29,4,8,4,8,,,,,,,,,,,,,,,,,,,,,,,,
028,001,055,005,Mississippi,Adams County,Wisconsin,Barron County,0,26,4,8,-4,8,4,8,,,,,,,,,,,,,,,,,,,,,,,,
028,001,ASI,000,Mississippi,Adams County,Asia,-,10,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028,001,CAM,000,Mississippi,Adams County,Central America,-,29,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028,001,OCE,000,Mississippi,Adams County,Oceania and At Sea,-,9,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028,003,001,073,Mississippi,Alcorn County,Alabama,Jefferson County,0,26,19,24,-19,24,19,24,,,,,,,,,,,,,,,,,,,,,,,,
028,003,001,077,Mississippi,Alcorn County,Alabama,Lauderdale County,78,110,40,64,38,124,118,129,,,,,,,,,,,,,,,,,,,,,,,,
028,003,001,089,Mississippi,Alcorn County,Alabama,Madison County,2,3,37,59,-35,59,39,59,,,,,,,,,,,,,,,,,,,,,,,,
028,003,001,103,Mississippi,Alcorn County,Alabama,Morgan County,9,16,0,27,9,16,9,16,,,,,,,,,,,,,,,,,,,,,,,,
028,003,004,013,Mississippi,Alcorn County,Arizona,Maricopa County,12,19,0,30,12,19,12,19,,,,,,,,,,,,,,,,,,,,,,,,
028,003,004,019,Mississippi,Alcorn County,Arizona,Pima County,0,26,11,19,-11,19,11,19,,,,,,,,,,,,,,,,,,,,,,,,
028,003,005,017,Mississippi,Alcorn County,Arkansas,Chicot County,40,65,0,19,40,65,40,65,,,,,,,,,,,,,,,,,,,,,,,,
028,003,005,031,Mississippi,Alcorn County,Arkansas,Craighead County,26,43,0,28,26,43,26,43,,,,,,,,,,,,,,,,,,,,,,,,
028,003,005,055,Mississippi,Alcorn County,Arkansas,Greene County,6,12,0,25,6,12,6,12,,,,,,,,,,,,,,,,,,,,,,,,
028,003,005,107,Mississippi,Alcorn County,Arkansas,Phillips County,0,26,15,18,-15,18,15,18,,,,,,,,,,,,,,,,,,,,,,,,
028,003,006,019,Mississippi,Alcorn County,California,Fresno County,0,26,8,12,-8,12,8,12,,,,,,,,,,,,,,,,,,,,,,,,
028,003,006,037,Mississippi,Alcorn County,California,Los Angeles County,85,116,0,29,85,116,85,116,,,,,,,,,,,,,,,,,,,,,,,,
028,003,006,045,Mississippi,Alcorn County,California,Mendocino County,11,19,0,29,11,19,11,19,,,,,,,,,,,,,,,,,,,,,,,,
028,003,006,071,Mississippi,Alcorn County,California,San Bernardino County,0,26,10,18,-10,18,10,18,,,,,,,,,,,,,,,,,,,,,,,,
028,003,006,081,Mississippi,Alcorn County,California,San Mateo County,58,84,0,29,58,84,58,84,,,,,,,,,,,,,,,,,,,,,,,,
028,003,013,051,Mississippi,Alcorn County,Georgia,Chatham County,14,24,0,31,14,24,14,24,,,,,,,,,,,,,,,,,,,,,,,,
028,003,013,103,Mississippi,Alcorn County,Georgia,Effingham County,22,34,0,31,22,34,22,34,,,,,,,,,,,,,,,,,,,,,,,,
028,003,013,113,Mississippi,Alcorn County,Georgia,Fayette County,0,26,15,23,-15,23,15,23,,,,,,,,,,,,,,,,,,,,,,,,
028,003,013,215,Mississippi,Alcorn County,Georgia,Muscogee County,3,8,0,31,3,8,3,8,,,,,,,,,,,,,,,,,,,,,,,,
028,003,013,231,Mississippi,Alcorn County,Georgia,Pike County,0,26,4,8,-4,8,4,8,,,,,,,,,,,,,,,,,,,,,,,,
028,003,013,285,Mississippi,Alcorn County,Georgia,Troup County,61,113,0,31,61,113,61,113,,,,,,,,,,,,,,,,,,,,,,,,
028,003,016,057,Mississippi,Alcorn County,Idaho,Latah County,13,29,0,24,13,29,13,29,,,,,,,,,,,,,,,,,,,,,,,,
028,003,016,069,Mississippi,Alcorn County,Idaho,Nez Perce County,0,26,19,32,-19,32,19,32,,,,,,,,,,,,,,,,,,,,,,,,
028,003,017,031,Mississippi,Alcorn County,Illinois,Cook County,0,26,13,22,-13,22,13,22,,,,,,,,,,,,,,,,,,,,,,,,
028,003,018,079,Mississippi,Alcorn County,Indiana,Jennings County,0,26,5,10,-5,10,5,10,,,,,,,,,,,,,,,,,,,,,,,,
028,003,019,033,Mississippi,Alcorn County,Iowa,Cerro Gordo County,0,26,20,32,-20,32,20,32,,,,,,,,,,,,,,,,,,,,,,,,
028,003,020,051,Mississippi,Alcorn County,Kansas,Ellis County,16,28,0,19,16,28,16,28,,,,,,,,,,,,,,,,,,,,,,,,
028,003,021,083,Mississippi,Alcorn County,Kentucky,Graves County,0,26,1,2,-1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,
028,003,022,015,Mississippi,Alcorn County,Louisiana,Bossier Parish,0,26,18,29,-18,29,18,29,,,,,,,,,,,,,,,,,,,,,,,,
028,003,022,051,Mississippi,Alcorn County,Louisiana,Jefferson Parish,21,34,0,28,21,34,21,34,,,,,,,,,,,,,,,,,,,,,,,,
028,003,022,057,Mississippi,Alcorn County,Louisiana,Lafourche Parish,0,26,16,22,-16,22,16,22,,,,,,,,,,,,,,,,,,,,,,,,
028,003,022,059,Mississippi,Alcorn County,Louisiana,La Salle Parish,0,26,10,16,-10,16,10,16,,,,,,,,,,,,,,,,,,,,,,,,
028,003,022,103,Mississippi,Alcorn County,Louisiana,St. Tammany Parish,106,167,0,28,106,167,106,167,,,,,,,,,,,,,,,,,,,,,,,,
028,003,026,049,Mississippi,Alcorn County,Michigan,Genesee County,1,3,0,24,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,
